,819-819,53039-819,76375-819,-1-819,819-0,53039-53039,-1-53039,271205-76375,76375-76375,76375-271205,347243-418676,347243-420827
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.03076849450723975,-0.0173926081362515,0.04000000000000001,0.0,0.03076849450723975,0.04000000000000001,-0.01190136631198217,-0.0173926081362515,-0.0173926081362515,0.0,0.0
2,0.012729761128078932,0.06030790310295815,0.03446590916055341,0.07800000000000001,0.012729761128078932,0.06030790310295815,0.07800000000000001,0.014893082230071903,0.03446590916055341,0.03446590916055341,0.0,0.0
3,0.030988618223464156,0.08565505113735215,0.12516181154344555,0.11410000000000002,0.030988618223464156,0.08565505113735215,0.11410000000000002,0.1140619736945237,0.12516181154344555,0.12516181154344555,0.0,0.0
4,0.045431451825973114,0.10737302311247299,0.17402979375214847,0.14839500000000003,0.045431451825973114,0.10737302311247299,0.14839500000000003,0.16726436987053006,0.17402979375214847,0.17402979375214847,0.0,0.0
5,0.05455439003836818,0.12595288065659133,0.22681006122073566,0.18097525000000003,0.05455439003836818,0.12595288065659133,0.18097525000000003,0.21176459150884172,0.22681006122073566,0.22681006122073566,0.0,0.0
6,0.06873844189374581,0.14193731574773077,0.2556153425138853,0.21192648750000004,0.06873844189374581,0.14193731574773077,0.21192648750000004,0.2449426874702909,0.2556153425138853,0.2556153425138853,0.0,0.0
7,0.07198750381618177,0.15564217324174556,0.2721173468344103,0.24133016312500002,0.07198750381618177,0.15564217324174556,0.24133016312500002,0.26723421943208914,0.2721173468344103,0.2721173468344103,0.0,0.0
8,0.07643960868445701,0.16733831154940065,0.27844859106740244,0.26926365496875004,0.07643960868445701,0.16733831154940065,0.26926365496875004,0.2717962756839265,0.27844859106740244,0.27844859106740244,0.0,0.0
9,0.08110231446711,0.1774055899314656,0.29136249368045253,0.2958004722203126,0.08110231446711,0.1774055899314656,0.2958004722203126,0.2879489970062948,0.29136249368045253,0.29136249368045253,0.0,0.0
10,0.0842818406430884,0.18599703101354542,0.29205088695042825,0.32101044860929695,0.0842818406430884,0.18599703101354542,0.32101044860929695,0.28719999686453057,0.29205088695042825,0.29205088695042825,0.0,0.0
11,0.07697780941402418,0.19336210163122042,0.3104573396194903,0.3449599261788321,0.07697780941402418,0.19336210163122042,0.3449599261788321,0.297875484502891,0.3104573396194903,0.3104573396194903,0.0,0.0
12,0.08649117543886291,0.1997322940780241,0.3130668683304993,0.36771192986989043,0.08649117543886291,0.1997322940780241,0.36771192986989043,0.31306722550726956,0.3130668683304993,0.3130668683304993,0.0,0.0
13,0.08792760749622441,0.20514006424230805,0.30023697054318327,0.3893263333763959,0.08792760749622441,0.20514006424230805,0.3893263333763959,0.2865586987984956,0.30023697054318327,0.30023697054318327,0.0,0.0
14,0.09161520350755761,0.20983042886149442,0.30900110763040656,0.4098600167075761,0.09161520350755761,0.20983042886149442,0.4098600167075761,0.29743852736022935,0.30900110763040656,0.30900110763040656,0.0,0.0
15,0.09219947909231407,0.2138520311110452,0.3117156127431692,0.4293670158721973,0.09219947909231407,0.2138520311110452,0.4293670158721973,0.308143371468156,0.3117156127431692,0.3117156127431692,0.0,0.0
16,0.09230966426939194,0.21724598844106022,0.30172516532470506,0.44789866507858744,0.09230966426939194,0.21724598844106022,0.44789866507858744,0.2956354579841132,0.30172516532470506,0.30172516532470506,0.0,0.0
17,0.09269760366449978,0.2201541904481263,0.30606796121291385,0.4655037318246581,0.09269760366449978,0.2201541904481263,0.4655037318246581,0.2986694420676728,0.30606796121291385,0.30606796121291385,0.0,0.0
