,-1,-2,0,2255,36786
58,0,0,0.0632022294233532,0.4152439904847629,0.5150744722876917
59,0,0,0.09640314288092132,0.2835508106839953,0.42425237746464856
60,0,0,0.15817997577495746,0.19520433112499525,0.33788286949806756
61,1,0,0.23405300535734733,0.15344309577110304,0.9241589066474631
62,0,1,0.7094422015463118,0.9036547298808194,0.7940522580698758
63,0,0,0.24701279951412033,0.7258087959280126,0.6949166481604299
64,0,0,0.07493880216014417,0.5690303014717925,0.6040033456995888
65,0,0,0.06167527904274752,0.41820894577278017,0.5135973302940284
66,0,0,0.09421373293415439,0.2868467140911896,0.4227934584269971
67,0,0,0.15423842868147553,0.19800076169260486,0.3365638052910562
68,1,0,0.22788534682312234,0.15542014170541318,0.9237840626761247
69,0,1,0.701564869755404,0.904512306086857,0.7938041730241595
70,0,0,0.23974247368393425,0.7266864693220452,0.6947038405930371
71,0,0,0.07242528023976931,0.5701232274849131,0.6037974216279586
72,0,0,0.060697206984472285,0.41953925009592263,0.5133892259968504
73,0,0,0.09323808075441238,0.28819668167491036,0.42258802901204184
74,1,0,0.1527355568769902,0.1990634948872678,0.9449505757950556
75,0,1,0.5896352756635078,0.918617344366049,0.8074671025542101
76,0,0,0.1571395358175465,0.7358616261811463,0.7062984784813648
77,0,0,0.050798496349289846,0.5765858676977628,0.6149616219500612
78,0,0,0.0553501981010607,0.42300879567680383,0.5246630207085927
79,0,0,0.0922915573594977,0.2881818976011647,0.43375367507451396
80,0,0,0.15602384770650965,0.19646504184414051,0.34653444169870623
81,0,0,0.23529542340684237,0.15257747226540108,0.2714782902972637
82,1,0,0.30825312284624445,0.14036292462119684,0.9030530663563925
83,0,1,0.7734959888091101,0.9009236179894088,0.7797392406146425
84,0,0,0.2978486404468159,0.7273980809208437,0.6825047194414838
85,0,0,0.08860974932910123,0.5753063116584161,0.5919334758571156
86,0,0,0.06149824198666402,0.42975631803492215,0.5013941303940301
87,0,0,0.08676921962541698,0.3018801855484941,0.4107944982965953
88,0,0,0.13693265821044573,0.21244089378763942,0.32581292012971025
89,1,0,0.19836190443719845,0.1667592184372507,0.920665028984927
90,0,1,0.6593538966754016,0.90941672710477,0.7917313090458206
91,0,0,0.20275533897483242,0.7318595327886032,0.6929224905825347
92,0,0,0.060496966468182804,0.5767387167176687,0.6020722543044891
93,0,0,0.05576910900120735,0.42778705838163283,0.5116456180332714
94,0,0,0.08769216697859829,0.2967882757883353,0.4208678910527996
95,0,0,0.14367541123163216,0.20602602454797692,0.33482672103494737
96,1,0,0.212270479236593,0.16080523540610994,0.9232878350782827
97,0,1,0.6809315929368976,0.9067488481539507,0.7934754118215276
98,0,0,0.22155583037353618,0.7288753139884552,0.6944217008026661
99,0,0,0.06651742190992842,0.5727570500201848,0.6035243512279052
100,0,0,0.058467725826652744,0.4226703524211753,0.5131132573105126
101,0,0,0.09105011910785826,0.2913244472747711,0.42231564881218786
102,0,0,0.14940786830994618,0.2014943668173563,0.3361323513138529
103,0,0,0.22096123273213414,0.15768309775910905,0.26323636208048534
104,1,0,0.2853060443394513,0.14478344720373845,0.9000946353987437
105,0,1,0.7498227965747467,0.9031511513249821,0.7776769518326375
106,0,0,0.2733038109271478,0.7300742067527303,0.6806942051311137
107,0,0,0.0789648230154516,0.5790376653199127,0.5901631763852061
108,0,0,0.057819517051401544,0.43471773394986823,0.4996037876450058
109,0,0,0.08322080040597239,0.3074002200230877,0.4090426538809043
110,0,0,0.13138627672591405,0.21727246745154333,0.3242581828744027
111,1,0,0.1901369560903193,0.1702762673202244,0.9202044302316531
112,0,1,0.6469258563520944,0.9108311247517702,0.7914239040629513
113,0,0,0.19285854624011267,0.7332568749885661,0.6926578246476162
114,0,0,0.05765794879367372,0.5784439677100522,0.601815718117968
115,0,0,0.05463999634457341,0.42985242885709735,0.5113863144478259
116,0,0,0.08642384784479067,0.2989084930970465,0.42061224081439097
117,0,0,0.14161675603417037,0.2077311187790983,0.3345964299010847
118,0,0,0.20925023896427825,0.16194111461159746,0.2620331184150322
119,1,0,0.2701042057811049,0.14751345715053352,0.8996560778113983
120,0,1,0.7342319158848072,0.9043290762661262,0.7773700676122972
121,0,0,0.25865104963811797,0.7312577577941316,0.6804243186580998
122,0,0,0.0739608954008164,0.580496256863134,0.5898990831710353
123,0,0,0.05621046997419198,0.43650703599612395,0.4993367041302761
124,0,0,0.08195528475120618,0.30928655930928667,0.4087815102573621
125,1,0,0.1296087072769217,0.21885734285164163,0.9419719926769676
126,0,1,0.538488608195199,0.9256414550321103,0.8055869352193438
127,0,0,0.12520716792558498,0.742787163920775,0.7047182452971856
128,0,0,0.04283738874024005,0.5851148320112765,0.6134468706374667
129,0,0,0.05123869250827212,0.43341772040094695,0.523134617279546
130,0,0,0.0862700848091254,0.29884296445235664,0.43223572437228397
131,0,0,0.14531783738193993,0.2049004411728058,0.3451452356344529
132,0,0,0.21901482572625428,0.15807268686182174,0.27036825680169957
133,1,0,0.2869830020537074,0.14372479838084548,0.9026592264110993
134,0,1,0.7534386944485992,0.9023832517831012,0.7794654931390963
135,0,0,0.2781735325924871,0.7288425871533264,0.6822647084546858
136,0,0,0.08129614421074806,0.5770587046865644,0.5916989320042335
137,0,0,0.05914892969769961,0.4318707944034485,0.501156932101212
138,0,0,0.08508086047079205,0.3040633194143261,0.4105622694875184
139,0,0,0.1347109718461989,0.2142290396102914,0.3256065988325653
140,1,0,0.1953226285247395,0.16797868760133064,0.9206040453669759
141,0,1,0.6549411702885983,0.9098975949785334,0.7916906275814619
142,0,0,0.19924427232709374,0.7323168467327623,0.6928874724193741
143,0,0,0.05949448973487606,0.577278613063916,0.6020383150103313
144,0,0,0.055391972764795364,0.42842379150439414,0.5116113129737387
145,0,0,0.0872987561586222,0.29742706190922596,0.42083406688071323
146,1,0,0.1430603773711371,0.20652830760830374,0.9445803183071267
147,0,1,0.5699710920814357,0.9212549351906246,0.8072341411731432
148,0,0,0.14433990682227474,0.738342701660696,0.7061029485991823
149,0,0,0.04757044665656838,0.5795150070069812,0.6147743145345644
150,0,0,0.053838361842583046,0.4264574263092798,0.524474049581389
151,0,0,0.09027029173348712,0.29159317015146563,0.43356592836543834
152,0,0,0.15257733360318224,0.1990658709284617,0.3463624762753737
153,0,0,0.23019381253109364,0.1542060253138372,0.27134072781179075
154,1,0,0.3017085558716236,0.14131839805139168,0.903004336503442
155,0,1,0.7675541662841064,0.9013322136625632,0.7797053830355601
156,0,0,0.29198706168183314,0.727790549957739,0.6824750397064498
157,0,0,0.08639447762494816,0.575769946085129,0.591904474453825
158,0,0,0.060803046846162306,0.43030366904726064,0.5013648008004411
159,0,0,0.08630580678637875,0.30243457307777916,0.41076578102406136
160,0,0,0.13635701129237607,0.21288653790613113,0.32578740290379
161,0,0,0.19759663580295678,0.1670572076515992,0.25520095132328463
162,1,0,0.25186528936578595,0.1518603062697128,0.8971333392483832
163,0,1,0.7125637484007646,0.9064045053127906,0.7755988935975355
164,0,0,0.23811607191741296,0.7336864009117875,0.6788643170748127
165,0,0,0.06700282762330025,0.5838419800639777,0.5883715563538834
166,0,0,0.053552810814069055,0.4409493750009349,0.4977918934776288
167,0,0,0.07914739011718559,0.3142747535318666,0.40727207000280957
168,0,0,0.12503018585757567,0.2232957265373841,0.3226907447951856
169,1,0,0.18075811785912838,0.17466494008009817,0.9197375977699477
170,0,1,0.6321045823108927,0.9125555143778907,0.7911119978510086
171,0,0,0.18153540007671704,0.7349363020332402,0.6923891536512902
172,0,0,0.05454714180380661,0.5804734061686715,0.6015552426824646
173,0,0,0.05338958663761815,0.43229756004678727,0.5111230228492811
174,0,0,0.08498213969664253,0.30141631233188554,0.4203527023129651
175,0,0,0.1392578073520256,0.20975096320318976,0.3343627167777086
176,1,0,0.20578740022622258,0.1632872354480992,0.9231547839028978
177,0,1,0.6719165885033089,0.9077520693748922,0.7933871967321394
178,0,0,0.21392867104318397,0.7298364914351229,0.6943459705981295
179,0,0,0.06416919931078205,0.5738951325928908,0.6034510443799384
180,0,0,0.057583334354354775,0.4240093106843794,0.5130391710376749
181,0,0,0.09016292105772067,0.29265478229152203,0.42224253393757566
182,0,0,0.14804885278018007,0.20252491542145373,0.3360663539123853
183,1,0,0.21902467272651852,0.15834379532698847,0.923642258962226
184,0,1,0.690169689420588,0.9057165364605237,0.7937102646387892
185,0,0,0.22964226642657623,0.7278423422414845,0.6946232641925297
186,0,0,0.06911895350353947,0.5714901157635736,0.6037194419505687
187,0,0,0.05948078321866331,0.42114072754933135,0.5133104194922326
188,0,0,0.09209891992828889,0.2897752143743067,0.42251024243743457
189,0,0,0.15104900946296557,0.20027359094260933,0.33630803310896185
190,0,0,0.22333919731583204,0.15688450654635366,0.2633742176186883
191,1,0,0.2883298851290962,0.1442919680872284,0.9001447719700222
192,0,1,0.7527842364663585,0.9029414096379481,0.7777120160554075
193,0,0,0.2761187011829192,0.7298687574753642,0.6807250343320553
194,0,0,0.07994878279007367,0.5787900354994241,0.5901933405148744
195,0,0,0.05812711120041751,0.4344193910812812,0.4996342933372925
196,0,0,0.08344390033842997,0.30709067992132144,0.40907248440078703
197,0,0,0.1316837733296457,0.2170164215417953,0.3242846247405062
198,1,0,0.190545998190815,0.17009994967678563,0.9202122841432941
199,0,1,0.6475414153830586,0.9107625034346952,0.7914291485862284
200,0,0,0.1933347585171491,0.7331919510264009,0.6926623410796322
201,0,0,0.057789841668358696,0.5783675499329172,0.601820096288142
202,0,0,0.05469022493147697,0.42976236798107503,0.51139073989956
203,0,0,0.08647772434642526,0.29881796554486995,0.42061660355887937
204,1,0,0.14170191248441982,0.20765967834261165,0.9445342492711993
205,0,1,0.5670924424713746,0.9216467424985701,0.8072051401073337
206,0,0,0.14253882650488317,0.7387083926638173,0.7060786020147342
207,0,0,0.04712880854520394,0.579944679654545,0.6147509893959815
208,0,0,0.053627541218658814,0.42696242976342597,0.5244505167711984
209,0,0,0.08998235741023726,0.29209344291763434,0.4335425493676737
210,0,0,0.15208338043417696,0.19944848849338265,0.3463410652374655
211,1,0,0.22946181505397054,0.1544460618867468,0.9265225390227202
212,0,1,0.7055196975603588,0.9037667154871465,0.7956115007985385
213,0,0,0.24447810392917899,0.7254607355989882,0.6962522598961475
214,0,0,0.07453256607547513,0.5681483535845804,0.6052949110609355
215,0,0,0.06202421067459826,0.41673671405375173,0.5149024597335575
216,0,0,0.09526969454589443,0.285037101063512,0.4240824185283321
217,1,0,0.15647670189723312,0.19634918130818524,0.9452641989249323
218,0,1,0.5970667666117688,0.9176187139372408,0.8076642625328413
219,0,0,0.16225197495305954,0.7348873241970807,0.7064639000307751
220,0,0,0.05215213549388773,0.5754024986298065,0.6151200605593176
221,0,0,0.05599518379840014,0.4215881789369049,0.5248228610979463
222,0,0,0.0931623336667726,0.2867591021152158,0.43391249464258985
223,0,0,0.1575241310431265,0.19536939757926958,0.34667994279160114
224,1,0,0.23754096013707968,0.15188190328857273,0.9266158106032426
225,0,1,0.7154939402680566,0.9026958047715835,0.7956728499740219
226,0,0,0.25369037075443923,0.7244338530063582,0.6963047427665159
227,0,0,0.077744763209438,0.566938613646033,0.6053456332451759
228,0,0,0.06321390139002186,0.4153299451383787,0.514953710573389
229,0,0,0.09634260852575902,0.28366916827107597,0.4241330556201083
230,0,0,0.1580242399470609,0.19531959685630537,0.3377748909970398
231,0,0,0.23377662270094693,0.15353435458131,0.2645270535204083
232,1,0,0.3019637878925072,0.14214292034087317,0.9005631708625746
233,0,1,0.7658725137466974,0.9019938085557863,0.7780044794121946
234,0,0,0.2888668291156248,0.7289006360134574,0.6809821126677386
235,0,0,0.08458486327702198,0.5775827767874179,0.5904448465164127
236,0,0,0.05962457867835521,0.4329281243234415,0.4998886473438662
237,0,0,0.08457431125509646,0.3055144793753708,0.4093212349162605
238,1,0,0.13323398433378,0.21569206987476489,0.9420912209306221
239,0,1,0.54644000619788,0.9245932833494243,0.8056624624150379
240,0,0,0.12968937071167647,0.741818636136188,0.7047818191674743
241,0,0,0.04386022534643822,0.5839808689611344,0.6135078527488629
242,0,0,0.05174247888462749,0.43208053250825684,0.5231961575728863
243,0,0,0.08698667276140017,0.29750190847407987,0.4322968194100156
244,0,0,0.14656525184664118,0.20385552216516492,0.3452010980563959
245,0,0,0.22087488309083805,0.1574058661601651,0.2704128380317226
246,1,0,0.2893641676921013,0.1433294659288744,0.9026750713094751
247,0,1,0.7557461852936251,0.902216535432797,0.7794765112072605
248,0,0,0.2803839760644023,0.7286836891930215,0.6822743705344627
249,0,0,0.08208484024612746,0.5768720006960453,0.5917083748021037
250,0,0,0.05939521987562116,0.431650964135878,0.5011664817783156
251,0,0,0.08525260303105518,0.30384060568626653,0.4105716183223048
252,0,0,0.13493157482612292,0.2140496446134962,0.32561490340330657
253,0,0,0.19561925409214687,0.1678585530842507,0.25506833854471034
254,1,0,0.24941874572550263,0.15237366573642358,0.8970838216165441
255,0,1,0.7098060929715195,0.9066162144884016,0.7755640280615513
256,0,0,0.2357218157964867,0.7338917642397963,0.6788335682035975
257,0,0,0.06628085090243985,0.5840886469131751,0.5883414303639163
258,0,0,0.053326272035841664,0.4412475681181288,0.49776142694165576
259,0,0,0.07896069777845006,0.3145880824388972,0.40724231853039444
260,1,0,0.12476094917863381,0.22356015331289528,0.9416307101236876
261,0,1,0.5271211992846755,0.9271902350178016,0.8053706207990114
262,0,0,0.1189742741348157,0.7442430214514942,0.7045361219140723
263,0,0,0.04142144636510682,0.586848321991871,0.6132721523080915
264,0,0,0.05049831924635559,0.4354930116263028,0.5229582958340853
265,0,0,0.08516621125905338,0.30095594093662725,0.4320606900653632
266,0,0,0.1433585042077777,0.206573736106508,0.3449852161936067
267,1,0,0.21605680299440835,0.15915907816377342,0.9261482665522491
268,0,1,0.6879149349733928,0.9057329420851309,0.7953651862536685
269,0,0,0.22864737275637045,0.7273786388607124,0.6960414917581778
270,0,0,0.06922666126587969,0.5704459445398815,0.6050911909041164
271,0,0,0.06000255153196931,0.41945042345536765,0.5146966131422935
272,0,0,0.09330781691500774,0.28771908856522416,0.4238790530957008
273,0,0,0.15352371927684644,0.19840386559042017,0.33754509156848417
274,0,0,0.22743209526826738,0.15548204233583227,0.2643462358023018
275,1,0,0.29400738186210124,0.14330127053628938,0.900497649939214
276,0,1,0.7584671480036341,0.902485027171711,0.7779586980566549
277,0,0,0.28171997369920737,0.7293722548685045,0.6809418776430701
278,0,0,0.08200376658574754,0.5781407283066959,0.5904054867306879
279,0,0,0.05883267697313527,0.43358960819555886,0.49984884184843104
280,0,0,0.08404281709312854,0.3061904212884531,0.4092823032801787
281,0,0,0.13256415973610425,0.21624251965085767,0.3244706405270581
282,1,0,0.1918167483783344,0.16954609008147598,0.9202675156469126
283,0,1,0.6494759561391075,0.9105430003413352,0.7914660271986789
284,0,0,0.19484858929972493,0.7329784607044233,0.6926940988331814
285,0,0,0.05821544685517395,0.5781102152518748,0.6018508813794073
286,0,0,0.054857652713643464,0.42945338375643527,0.5114218574005234
287,0,0,0.08666440264783773,0.29850262631538904,0.4206472804848386
288,1,0,0.1420032893709788,0.20740725095066417,0.9445407502809242
289,0,1,0.5677308362163653,0.9215598776073327,0.8072092327799573
290,0,0,0.14293585870859002,0.7386280053116747,0.7060820379115206
291,0,0,0.04722554906113832,0.5798509198193376,0.614754281173802
292,0,0,0.05367332129633404,0.4268528613022466,0.5244538378634147
293,0,0,0.09004438971149292,0.29198539692878683,0.4335458487350266
294,0,0,0.15218927133780527,0.19936621422975329,0.34634408683824175
295,0,0,0.2296180934987426,0.1543947228084914,0.27132601990530686
296,1,0,0.3009702495381611,0.14142923923219378,0.9029991251112597
297,0,1,0.7668744863560135,0.9013794588458808,0.779701761931
298,0,0,0.2913205090846105,0.7278358226252891,0.6824718653389886
299,0,0,0.08614555467409897,0.5758233304301459,0.5919013725987908
300,0,0,0.060725047277935915,0.43036661872511833,0.5013616638431414
301,0,0,0.08625337852049574,0.30249829619273483,0.410762709593775
302,1,0,0.13629147865375277,0.21293774921328537,0.9424085247865385
303,0,1,0.5533730714816564,0.9236481790195347,0.8058633555449269
304,0,0,0.13376736199307782,0.7409060774357256,0.7049508791864746
305,0,0,0.044830227697065246,0.5828728567763665,0.6136700032572104
306,0,0,0.05224617799386688,0.4307381687042067,0.5233597888474252
307,0,0,0.08773209619259838,0.2961281487550742,0.432459276794938
308,0,0,0.14789153230158936,0.2027656553263172,0.3453496622216342
309,0,0,0.22288712003044567,0.15669537180656953,0.2705314227703811
310,1,0,0.2919801633811122,0.14289652125936966,0.9027172070646453
311,0,1,0.7582749590062892,0.9020304674960795,0.7795058092298655
312,0,0,0.2828312366395426,0.7285013668184231,0.682300062099646
313,0,0,0.08297158089975366,0.576652538437811,0.5917334829652061
314,0,0,0.05967808469739493,0.4313875789402944,0.5011918741264647
315,0,0,0.08545745536240561,0.30356957898334447,0.4105964769500611
316,0,0,0.13520244988515726,0.2138281709450579,0.32563698585732953
317,1,0,0.1959897945459823,0.16770792275424254,0.9206130297303614
318,0,1,0.6559130149852422,0.909791570670363,0.7916966213138577
319,0,0,0.20001244902632787,0.7322169105259183,0.6928926318988488
320,0,0,0.05971207898837505,0.5771615345848359,0.602043315593865
321,0,0,0.05547327332866136,0.42828653718147536,0.5116163674556755
322,0,0,0.0873829372564907,0.29729001212352235,0.4208390504623752
323,1,0,0.14319129448295073,0.20642101181740782,0.9445813736435699
324,0,1,0.5702439638355242,0.9212180357519342,0.807234805482447
325,0,0,0.14451078781911622,0.7383088280617736,0.7061035062773954
326,0,0,0.04761215692164159,0.5794758049302382,0.6147748488095562
327,0,0,0.05385773902625561,0.42641192827010677,0.5244745886119391
328,0,0,0.09029607143483763,0.29154860008941874,0.4335664638763041
329,0,0,0.1526209520104663,0.19903217001663154,0.3463629667161526
330,1,0,0.23025780321664685,0.1541851633461641,0.9265285704137396
331,0,1,0.7065182646716681,0.9036586751651302,0.7956154683465364
332,0,0,0.24538982179906985,0.7253578915189791,0.696255654200839
333,0,0,0.07484504243788563,0.568027899704066,0.6052981915626922
334,0,0,0.062139572543287426,0.4165972090911414,0.5149057744360699
335,0,0,0.09537422317118974,0.28490179630922785,0.42408569348783526
336,0,0,0.15662769553327618,0.19624756012564598,0.33773203603818197
337,0,0,0.23183398975298283,0.1541132404059327,0.264493327082113
338,1,0,0.299544879904013,0.14248281146102953,0.9005509526973764
339,0,1,0.7636526420048041,0.9021372699087331,0.7779959427401208
340,0,0,0.28671982793185546,0.7290370318629101,0.68097461040306
341,0,0,0.08380476935424078,0.5777426880957038,0.590437507537579
342,0,0,0.05938729527837521,0.4331162705611366,0.4998812252584077
343,0,0,0.0844195364764115,0.3057054438837656,0.4093139756833344
344,1,0,0.13304325239186743,0.21584655331786895,0.9420896188511162
345,0,1,0.5460401894488333,0.924644324458698,0.8056614476977028
346,0,0,0.12946253055985607,0.7418651091000945,0.7047809650972785
347,0,0,0.04380869747101159,0.584034521074237,0.6135070335207126
348,0,0,0.051718129268904255,0.43214303729141945,0.5231953308508334
349,0,0,0.0869532050458042,0.2975638909145385,0.43229599865580065
350,0,0,0.14650786833181248,0.20390325501086345,0.3452003475691101
351,1,0,0.22079017795134417,0.15743592819839514,0.9262077689180719
352,0,0,0.6942191698207939,0.06033469289161992,0.795404360421904
353,0,0,0.9542954819328016,0.04682457471074859,0.6960750180911893
354,0,0,0.9817742534029483,0.05058700522445856,0.6051235985769252
355,0,0,0.9791601186500034,0.0583305902564625,0.5147293594222594
356,0,0,0.9724203695357829,0.06831228840813731,0.4239114029478556
357,0,0,0.962500280200468,0.08068367860230286,0.33757435464492086
358,0,0,0.9485117405666196,0.0954760924811331,0.2643692570585161
359,1,0,0.9299781051779098,0.11187678583628671,0.9005059940309823
360,0,1,0.9835437981864246,0.8886125075339344,0.7779645286886684
361,0,0,0.5300875167006092,0.7162388231393212,0.6809470020541086
362,0,0,0.22088049294648976,0.5629343573473568,0.590410499733971
363,0,0,0.11033333345696196,0.4160326695031906,0.49985391161880327
364,0,0,0.11155139336509494,0.2888536207512139,0.4092872616894992
365,0,0,0.15827222596351798,0.20268018050711367,0.3244750370958109
366,0,0,0.22137291530637143,0.16071211096838167,0.2541931809872924
