,-2-394,-1-394,394-394,394-0
0,0.0,0.0,0.0,0.0
1,0.0,0.04000000000000001,0.06041794345302634,0.06041794345302634
2,0.0,0.07800000000000001,0.10682970567407388,0.10682970567407388
3,0.0,0.11410000000000002,0.14845393032404644,0.14845393032404644
4,0.0,0.14839500000000003,0.17122973402276337,0.17122973402276337
5,0.0,0.18097525000000003,0.18693008284121485,0.18693008284121485
6,0.0,0.21192648750000004,0.18412166335901858,0.18412166335901858
7,0.0,0.24133016312500002,0.20302950696565986,0.20302950696565986
8,0.0,0.26926365496875004,0.20864542600555594,0.20864542600555594
9,0.0,0.2958004722203126,0.21442973173391233,0.21442973173391233
10,0.0,0.32101044860929695,0.21660736171697872,0.21660736171697872
11,0.0,0.3449599261788321,0.22028248484156687,0.22028248484156687
12,0.0,0.36771192986989043,0.20624832878634705,0.20624832878634705
13,0.0,0.3893263333763959,0.2178789223059987,0.2178789223059987
14,0.0,0.4098600167075761,0.20531724160598738,0.20531724160598738
15,0.0,0.4293670158721973,0.21723077430220897,0.21723077430220897
16,0.0,0.44789866507858744,0.21925916915209195,0.21925916915209195
17,0.0,0.4655037318246581,0.22223613111605156,0.22223613111605156
18,0.0,0.4822285452334252,0.22369035263034437,0.22369035263034437
19,0.0,0.49811711797175395,0.2230766369730882,0.2230766369730882
20,0.0,0.5132112620731663,0.22503799275020778,0.22503799275020778
21,0.0,0.5275506989695079,0.2257499789592708,0.2257499789592708
22,0.0,0.5411731640210325,0.22451495085507323,0.22451495085507323
23,0.0,0.5541145058199809,0.2243405262773519,0.2243405262773519
24,0.0,0.5664087805289819,0.2242228286672336,0.2242228286672336
25,0.0,0.5780883415025329,0.2258848766351167,0.2258848766351167
26,0.0,0.5891839244274062,0.22460691609882424,0.22460691609882424
27,0.0,0.5997247282060358,0.2261628923971995,0.2261628923971995
28,0.0,0.609738491795734,0.22480106540936895,0.22480106540936895
29,0.0,0.6192515672059473,0.2245403344177549,0.2245403344177549
30,0.0,0.62828898884565,0.20973528049457285,0.20973528049457285
31,0.0,0.6368745394033675,0.20589211988971487,0.20589211988971487
32,0.0,0.6450308124331992,0.21903567835487434,0.21903567835487434
33,0.0,0.6527792718115392,0.20542047547017062,0.20542047547017062
34,0.0,0.6601403082209623,0.21868609166549266,0.21868609166549266
35,0.0,0.6671332928099142,0.20518855278717835,0.20518855278717835
36,0.0,0.6737766281694185,0.2185156071817267,0.2185156071817267
37,0.0,0.6800877967609475,0.20507544989743026,0.20507544989743026
38,0.0,0.6860834069229002,0.21843246616466663,0.21843246616466663
39,0.0,0.6917792365767551,0.21940188688437004,0.21940188688437004
40,0.0,0.6971902747479174,0.2207698878893838,0.2207698878893838
41,0.0,0.7023307610105215,0.22172931871121723,0.22172931871121723
42,0.0,0.7072142229599955,0.22239932601763868,0.22239932601763868
43,0.0,0.7118535118119957,0.20831489271050227,0.20831489271050227
44,0.0,0.7162608362213959,0.204949805613521,0.204949805613521
45,0.0,0.7204477944103261,0.20271798031220187,0.20271798031220187
46,0.0,0.7244254046898099,0.21541628905167717,0.21541628905167717
47,0.0,0.7282041344553194,0.20368348088466146,0.20368348088466146
48,0.0,0.7317939277325535,0.21608985825767654,0.21608985825767654
49,0.0,0.7352042313459258,0.21846242492648324,0.21846242492648324
50,0.0,0.7384440197786295,0.22165045089690433,0.22165045089690433
51,0.0,0.741521818789698,0.20715586490903914,0.20715586490903914
52,0.0,0.7444457278502131,0.20417892114598832,0.20417892114598832
53,0.0,0.7472234414577025,0.2177763196438611,0.2177763196438611
54,0.0,0.7498622693848174,0.21894367501348574,0.21894367501348574
55,0.0,0.7523691559155765,0.20601844222970878,0.20601844222970878
56,0.0,0.7547506981197977,0.2177204481953134,0.2177204481953134
