,-2-1555,1555-1555,12045-7157,12494-7157,-1-7157,7157-7157,-1-12045,14266-12045,12045-12045,208541-12045,12045-12494,7157-12494,1555-14266,-2-14266,1555-231705,14266-231705
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.04000000000000001,0.05827293974525636,0.012660374364837171,0.019142506292358252,0.04000000000000001,0.0525959532100967,0.04000000000000001,0.046271570387421634,0.012660374364837171,0.0,0.012660374364837171,0.0525959532100967,0.05827293974525636,0.04000000000000001,0.05827293974525636,0.046271570387421634
2,0.07800000000000001,0.11330685194346324,0.026685155888339286,0.06811603191228956,0.07800000000000001,0.14730956665098172,0.07800000000000001,0.10006235075097124,0.026685155888339286,0.0,0.026685155888339286,0.14730956665098172,0.11330685194346324,0.07800000000000001,0.11330685194346324,0.10006235075097124
3,0.11410000000000002,0.19476277745901688,0.049712646430443985,0.08068378596351942,0.11410000000000002,0.18864239567284924,0.11410000000000002,0.172278713125056,0.049712646430443985,0.0,0.049712646430443985,0.18864239567284924,0.19476277745901688,0.11410000000000002,0.19476277745901688,0.172278713125056
4,0.14839500000000003,0.24810265017928032,0.059985352285424794,0.1018270739375755,0.14839500000000003,0.2266451365023633,0.14839500000000003,0.21596769787167536,0.059985352285424794,0.0,0.059985352285424794,0.2266451365023633,0.24810265017928032,0.14839500000000003,0.24810265017928032,0.21596769787167536
5,0.18097525000000003,0.2392302376777897,0.06263468407798783,0.12902036756888915,0.18097525000000003,0.27639945897617063,0.18097525000000003,0.1914903749793991,0.06263468407798783,0.0,0.06263468407798783,0.27639945897617063,0.2392302376777897,0.18097525000000003,0.2392302376777897,0.1914903749793991
6,0.21192648750000004,0.25715609625853364,0.069394012305176,0.13100247528477182,0.21192648750000004,0.29232505303962547,0.21192648750000004,0.20866806696669343,0.069394012305176,0.0,0.069394012305176,0.29232505303962547,0.25715609625853364,0.21192648750000004,0.25715609625853364,0.20866806696669343
7,0.24133016312500002,0.28721909125955897,0.07467317760591392,0.13045188656675707,0.24133016312500002,0.289653446140399,0.24133016312500002,0.2349648620679788,0.07467317760591392,0.0,0.07467317760591392,0.289653446140399,0.28721909125955897,0.24133016312500002,0.28721909125955897,0.2349648620679788
8,0.26926365496875004,0.30685772594000615,0.07900329714772186,0.13264901530177428,0.26926365496875004,0.2901270525515195,0.26926365496875004,0.24903211078450913,0.07900329714772186,0.0,0.07900329714772186,0.2901270525515195,0.30685772594000615,0.26926365496875004,0.30685772594000615,0.24903211078450913
9,0.2958004722203126,0.2855587726706427,0.07837062455934865,0.15273480552755844,0.2958004722203126,0.3234526691785138,0.2958004722203126,0.22183642618021426,0.07837062455934865,0.0,0.07837062455934865,0.3234526691785138,0.2855587726706427,0.2958004722203126,0.2855587726706427,0.22183642618021426
10,0.32101044860929695,0.287839180980552,0.0820803030456137,0.1467475452151869,0.32101044860929695,0.32459342646114486,0.32101044860929695,0.22476844389672648,0.0820803030456137,0.0,0.0820803030456137,0.32459342646114486,0.287839180980552,0.32101044860929695,0.287839180980552,0.22476844389672648
11,0.3449599261788321,0.2916778719799099,0.08070580613455655,0.1494985865034698,0.3449599261788321,0.3289000026176948,0.3449599261788321,0.23038717337046288,0.08070580613455655,0.0,0.08070580613455655,0.3289000026176948,0.2916778719799099,0.3449599261788321,0.2916778719799099,0.23038717337046288
