,0-1432,1432-1432,1432-0,23296-0,-2-11137,12728-11137,-2-12728,12728-12728,99973-12728,11954-23296,1432-11954,23296-99973,217825-234378,0-205928,11137-236922,12728-241571
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.060529046398446994,0.05061291749356557,0.05061291749356557,0.047232317926914645,0.04000000000000001,0.03263525327246565,0.04000000000000001,0.03263525327246565,0.07077847373778132,0.1035108050975151,0.05061291749356557,0.047232317926914645,0.0,0.060529046398446994,0.03716607927548381,0.03263525327246565
2,0.07160017566921614,0.07011709361217433,0.07011709361217433,0.06134839862643785,0.07800000000000001,0.04714278718843189,0.07800000000000001,0.04714278718843189,0.07613748269602341,0.11690064584517941,0.07011709361217433,0.06134839862643785,0.0,0.07160017566921614,0.08681014831171155,0.04714278718843189
3,0.08039208281814605,0.0754902172349486,0.0754902172349486,0.08520300048421123,0.11410000000000002,0.06771585607921632,0.11410000000000002,0.06771585607921632,0.10824898269862589,0.15032186063034111,0.0754902172349486,0.08520300048421123,0.0,0.08039208281814605,0.12202356851304576,0.06771585607921632
4,0.09015259918379648,0.08601742592250368,0.08601742592250368,0.08117881857320955,0.14839500000000003,0.07450418701315828,0.14839500000000003,0.07450418701315828,0.11430569865101861,0.1522163349334286,0.08601742592250368,0.08117881857320955,0.0,0.09015259918379648,0.13719820930306134,0.07450418701315828
5,0.10783600458740128,0.09493060649583056,0.09493060649583056,0.08695938289579004,0.18097525000000003,0.09874568567829932,0.18097525000000003,0.09874568567829932,0.14235985293764583,0.18148851708697472,0.09493060649583056,0.08695938289579004,0.0,0.10783600458740128,0.15047066300045142,0.09874568567829932
6,0.11414978506520758,0.10182370952254907,0.10182370952254907,0.09862163258116528,0.21192648750000004,0.09817380594653793,0.21192648750000004,0.09817380594653793,0.13699432272686168,0.17503563527805246,0.10182370952254907,0.09862163258116528,0.0,0.11414978506520758,0.1740962620678519,0.09817380594653793
7,0.11742723463252015,0.10763029008974873,0.10763029008974873,0.09985815768658508,0.24133016312500002,0.09363842615720706,0.24133016312500002,0.09363842615720706,0.14124768439188498,0.18918489214118087,0.10763029008974873,0.09985815768658508,0.0,0.11742723463252015,0.1736507683794605,0.09363842615720706
8,0.12117217775570677,0.11885711166254373,0.11885711166254373,0.09388684587484551,0.26926365496875004,0.09573706764290571,0.26926365496875004,0.09573706764290571,0.1407011447566972,0.1820893778159781,0.11885711166254373,0.09388684587484551,0.0,0.12117217775570677,0.18258730951842872,0.09573706764290571
9,0.12851202858446953,0.11660061519830868,0.11660061519830868,0.09347148136509013,0.2958004722203126,0.11550853755206004,0.2958004722203126,0.11550853755206004,0.16004804199095257,0.19837371664727593,0.11660061519830868,0.09347148136509013,0.0,0.12851202858446953,0.188141235911861,0.11550853755206004
10,0.13275252274120913,0.1203978878424736,0.1203978878424736,0.10381817704530659,0.32101044860929695,0.11203209834352197,0.32101044860929695,0.11203209834352197,0.14987508460652013,0.18694321805393224,0.1203978878424736,0.10381817704530659,0.0,0.13275252274120913,0.20300337666672572,0.11203209834352197
11,0.13328395798612488,0.12357152272633484,0.12357152272633484,0.10394851324600518,0.3449599261788321,0.11499797151839132,0.3449599261788321,0.11499797151839132,0.15012853419933497,0.1995122284404508,0.12357152272633484,0.10394851324600518,0.0,0.13328395798612488,0.2049653471846761,0.11499797151839132
12,0.13124928285599127,0.127005225354379,0.127005225354379,0.08811707308395161,0.36771192986989043,0.11946684389453596,0.36771192986989043,0.11946684389453596,0.14793809433982907,0.20105992679313828,0.127005225354379,0.08811707308395161,0.0,0.13124928285599127,0.2098705754100083,0.11946684389453596
13,0.13354102063375453,0.1290112339406982,0.1290112339406982,0.10252271661237047,0.3893263333763959,0.11124017891213858,0.3893263333763959,0.11124017891213858,0.14685874721107947,0.21177243704025409,0.1290112339406982,0.10252271661237047,0.0,0.13354102063375453,0.20569154496826864,0.11124017891213858
14,0.1296624604136213,0.13010256122720826,0.13010256122720826,0.09405086080900307,0.4098600167075761,0.10669497348238444,0.4098600167075761,0.10669497348238444,0.1426768314431477,0.19320640493109004,0.13010256122720826,0.09405086080900307,0.0,0.1296624604136213,0.19857920934323803,0.10669497348238444
15,0.1405380168190444,0.12988669197830496,0.12988669197830496,0.097599605262853,0.4293670158721973,0.12500377010153443,0.4293670158721973,0.12500377010153443,0.16608466167656266,0.2125085479683381,0.12988669197830496,0.097599605262853,0.0,0.1405380168190444,0.20030335116228892,0.12500377010153443
16,0.14368154636038039,0.1317837392378909,0.1317837392378909,0.10685758830559347,0.44789866507858744,0.11088322935296237,0.44789866507858744,0.11088322935296237,0.15267754721658625,0.20867936688050714,0.1317837392378909,0.10685758830559347,0.0,0.14368154636038039,0.1997513464811864,0.11088322935296237
17,0.14148196907727384,0.13299605579567325,0.13299605579567325,0.09803094519531311,0.4655037318246581,0.10683924430507717,0.4655037318246581,0.10683924430507717,0.14772321230605137,0.19204394107289774,0.13299605579567325,0.09803094519531311,0.0,0.14148196907727384,0.19410320627169134,0.10683924430507717
18,0.15056941051160622,0.1336281690356815,0.1336281690356815,0.10139936073814426,0.4822285452334252,0.1251399699802238,0.4822285452334252,0.1251399699802238,0.1717669507664346,0.21295035027767717,0.1336281690356815,0.10139936073814426,0.0,0.15056941051160622,0.19640146811969525,0.1251399699802238
19,0.1527977927851621,0.13493474551494664,0.13493474551494664,0.10987821716659243,0.49811711797175395,0.11096940626929416,0.49811711797175395,0.11096940626929416,0.15697633148652088,0.20903752443649537,0.13493474551494664,0.10987821716659243,0.0,0.1527977927851621,0.19691919308245656,0.11096940626929416
20,0.14890546354288833,0.13555963645672525,0.13555963645672525,0.10022427368163417,0.5132112620731663,0.10689461107248259,0.5132112620731663,0.10689461107248259,0.15083945219788072,0.19224982672750845,0.13555963645672525,0.10022427368163417,0.0,0.14890546354288833,0.19201605202486843,0.10689461107248259
21,0.15662672818962417,0.13563423444560985,0.13563423444560985,0.10753235802327739,0.5275506989695079,0.12075913823735306,0.5275506989695079,0.12075913823735306,0.16834430903975892,0.21311735720408276,0.13563423444560985,0.10753235802327739,0.0,0.15662672818962417,0.20116671930917582,0.12075913823735306
22,0.1507234286270841,0.1370472153375429,0.1370472153375429,0.10544489918290911,0.5411731640210325,0.12094597130424485,0.5411731640210325,0.12094597130424485,0.15861470489094479,0.21309931245075853,0.1370472153375429,0.10544489918290911,0.0,0.1507234286270841,0.20630592465716185,0.12094597130424485
23,0.14652834708363024,0.13832495323452007,0.13832495323452007,0.10146627381721879,0.5541145058199809,0.1200864432053817,0.5541145058199809,0.1200864432053817,0.14971559635093434,0.21211015895594304,0.13832495323452007,0.10146627381721879,0.0,0.14652834708363024,0.20840334899845026,0.1200864432053817
24,0.14333174181603325,0.13944431497070942,0.13944431497070942,0.09248206013871571,0.5664087805289819,0.11887205644357596,0.5664087805289819,0.11887205644357596,0.1443054176174243,0.21210787052130126,0.13944431497070942,0.09248206013871571,0.0,0.14333174181603325,0.2101108777139625,0.11887205644357596
