,3613-0,234150-0,3613-3613,-1-3613,147271-3613,-2-11028,11028-11028,0-11028,-1-28589,28589-28589,147271-28589,-1-147271,147271-147271,3613-234150
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.11062506281410212,0.024269203301627428,0.11062506281410212,0.04000000000000001,0.030026867371569017,0.04000000000000001,0.04739969171687383,0.10745229649169956,0.04000000000000001,0.09700063718580329,0.030026867371569017,0.04000000000000001,0.030026867371569017,0.11062506281410212
2,0.1080440190605175,0.024269203301627428,0.1080440190605175,0.07800000000000001,0.05582217089390034,0.07800000000000001,0.09019662319823875,0.11573865687644375,0.07800000000000001,0.18721390462912207,0.05582217089390034,0.07800000000000001,0.05582217089390034,0.1080440190605175
3,0.10027805524301787,0.0398450902353,0.10027805524301787,0.11410000000000002,0.0768631198990248,0.11410000000000002,0.14185024289358758,0.11899751499672484,0.11410000000000002,0.23509302898010803,0.0768631198990248,0.11410000000000002,0.0768631198990248,0.10027805524301787
4,0.0966357919651802,0.0538206888241316,0.0966357919651802,0.14839500000000003,0.09385909932252583,0.14839500000000003,0.17636181488726446,0.12238274613753039,0.14839500000000003,0.25630809159478807,0.09385909932252583,0.14839500000000003,0.09385909932252583,0.0966357919651802
5,0.09324550182826856,0.0665139375686095,0.09324550182826856,0.18097525000000003,0.10770232624161201,0.18097525000000003,0.17834364701264774,0.12481421930606343,0.18097525000000003,0.29497677301190517,0.10770232624161201,0.18097525000000003,0.10770232624161201,0.09324550182826856
6,0.0792801519360478,0.0665139375686095,0.0792801519360478,0.21192648750000004,0.1191167547258328,0.21192648750000004,0.18049304412520664,0.12752839657660262,0.21192648750000004,0.31424330587156657,0.1191167547258328,0.21192648750000004,0.1191167547258328,0.0792801519360478
7,0.08071804933447167,0.07777679220461776,0.08071804933447167,0.24133016312500002,0.12829495910836203,0.24133016312500002,0.20167236663099922,0.13030850247224218,0.24133016312500002,0.3068208877747061,0.12829495910836203,0.24133016312500002,0.12829495910836203,0.08071804933447167
8,0.08086256050620137,0.08814332356586338,0.08086256050620137,0.26926365496875004,0.13575056364873506,0.26926365496875004,0.21605418590491263,0.13155610610200769,0.26926365496875004,0.3038851444173922,0.13575056364873506,0.26926365496875004,0.13575056364873506,0.08086256050620137
9,0.08118365029270004,0.0974703586049197,0.08118365029270004,0.2958004722203126,0.1418231856923825,0.2958004722203126,0.20748493357305298,0.1327960498087916,0.2958004722203126,0.32995026993262094,0.1418231856923825,0.2958004722203126,0.1418231856923825,0.08118365029270004
