,11408-5827,5827-5827,-1-5827,5827-0,11408-0,5827-11408,28900-11408,0-118697,-1-28900,5827-416944,416236-417214,11408-416236,424586-416236,376923-424586
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.011015646949072859,0.0076907265925092285,0.04000000000000001,0.0076907265925092285,0.011015646949072859,0.0076907265925092285,0.06950147117603202,0.0,0.04000000000000001,0.0076907265925092285,0.05150146557434374,0.011015646949072859,0.0,0.0
2,0.03676461940500628,0.04790143030196617,0.07800000000000001,0.04790143030196617,0.03676461940500628,0.04790143030196617,0.11838098231879665,0.015670459409270348,0.07800000000000001,0.04790143030196617,0.0950972544614051,0.03676461940500628,0.0,0.0
3,0.05859536688504707,0.07078450267999269,0.11410000000000002,0.07078450267999269,0.05859536688504707,0.07078450267999269,0.148869338657469,0.028257740191168394,0.11410000000000002,0.07078450267999269,0.12128324892569174,0.05859536688504707,0.0,0.0
4,0.05123617227208757,0.0800827830047499,0.14839500000000003,0.0800827830047499,0.05123617227208757,0.0800827830047499,0.15584511563402287,0.04346704535462284,0.14839500000000003,0.0800827830047499,0.1369100191845188,0.05123617227208757,0.0,0.0
5,0.03771757345853807,0.08630986790571289,0.18097525000000003,0.08630986790571289,0.03771757345853807,0.08630986790571289,0.17250134910564413,0.05811184220604784,0.18097525000000003,0.08630986790571289,0.15050686466206598,0.03771757345853807,0.0,0.0
6,0.05594397264935581,0.1102796577075009,0.21192648750000004,0.1102796577075009,0.05594397264935581,0.1102796577075009,0.18449107228243847,0.06941277171386115,0.21192648750000004,0.1102796577075009,0.16133881586183418,0.05594397264935581,0.0,0.0
7,0.06920406126340402,0.1185360023024446,0.24133016312500002,0.1185360023024446,0.06920406126340402,0.1185360023024446,0.19454052639392092,0.07714638901600897,0.24133016312500002,0.1185360023024446,0.16750663241530983,0.06920406126340402,0.0,0.0
8,0.06049673181854232,0.11764317050443389,0.26926365496875004,0.11764317050443389,0.06049673181854232,0.11764317050443389,0.20258603419411875,0.07714638901600897,0.26926365496875004,0.11764317050443389,0.17003598604452375,0.06049673181854232,0.0,0.0
9,0.07113081838124516,0.11727682169207407,0.2958004722203126,0.11727682169207407,0.07113081838124516,0.11727682169207407,0.20666559420616953,0.08498223951338983,0.2958004722203126,0.11727682169207407,0.17361447701157265,0.07113081838124516,0.0,0.0
10,0.06825812667682804,0.11422819763170763,0.32101044860929695,0.11422819763170763,0.06825812667682804,0.11422819763170763,0.21141025555226217,0.08498223951338983,0.32101044860929695,0.11422819763170763,0.17436194224177928,0.06825812667682804,0.0,0.0
11,0.04843226945664983,0.11649749922922223,0.3449599261788321,0.11649749922922223,0.04843226945664983,0.11649749922922223,0.20314036384645728,0.09499438744814763,0.3449599261788321,0.11649749922922223,0.17562483073247506,0.04843226945664983,0.0,0.0
12,0.0774090170772597,0.12843916305272168,0.36771192986989043,0.12843916305272168,0.0774090170772597,0.12843916305272168,0.20671824859424887,0.09923544454648128,0.36771192986989043,0.12843916305272168,0.17866144081213906,0.0774090170772597,0.0,0.0
13,0.05518427654557052,0.11312347861945,0.3893263333763959,0.11312347861945,0.05518427654557052,0.11312347861945,0.21134852135043686,0.09923544454648128,0.3893263333763959,0.11312347861945,0.1778775197507304,0.05518427654557052,0.0,0.0
14,0.06864749163718453,0.13206092236753905,0.4098600167075761,0.13206092236753905,0.06864749163718453,0.13206092236753905,0.20895044246254096,0.10644539390058491,0.4098600167075761,0.13206092236753905,0.17968751761424892,0.06864749163718453,0.0,0.0
15,0.07837666137438981,0.13512119873993736,0.4293670158721973,0.13512119873993736,0.07837666137438981,0.13512119873993736,0.21244977852231137,0.110757143091856,0.4293670158721973,0.13512119873993736,0.1809492727910347,0.07837666137438981,0.0,0.0
16,0.07370172506941418,0.12947062740590307,0.44789866507858744,0.12947062740590307,0.07370172506941418,0.12947062740590307,0.21561729495633464,0.110757143091856,0.44789866507858744,0.12947062740590307,0.1797451070434279,0.07370172506941418,0.0,0.0
17,0.06336592612704853,0.12786116518705665,0.4655037318246581,0.12786116518705665,0.06336592612704853,0.12786116518705665,0.20631809291901348,0.11825949938156495,0.4655037318246581,0.12786116518705665,0.17978298669274817,0.06336592612704853,0.0,0.0
