,5536-0,9380-0,-2-9956,9956-9956,0-9956,9956-2537,2537-2537,-2-2537,-1-9380,186433-233882,233882-5536,10076-186433
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.10895073341683413,0.061262854104447706,0.04000000000000001,0.05025671506538576,0.04410915039738692,0.05025671506538576,0.020202194480470184,0.04000000000000001,0.04000000000000001,0.0,-0.006090868056099921,0.0
2,0.20920582050383488,0.08722853991426167,0.07800000000000001,0.07310034807817532,0.05567011733092052,0.07310034807817532,0.09726037875782989,0.07800000000000001,0.07800000000000001,0.0,-0.019713448345804137,0.0
3,0.3028413232776113,0.0890603017452303,0.11410000000000002,0.11028001935716059,0.06563241282525262,0.11028001935716059,0.20105079066704554,0.11410000000000002,0.11410000000000002,0.0,-0.03243656486352927,0.0
4,0.36496102891175825,0.11079443510444635,0.14839500000000003,0.16101115043070108,0.0826800395809889,0.16101115043070108,0.2230788762477025,0.14839500000000003,0.14839500000000003,0.0,-0.04087734031105945,0.0
5,0.3973969126386635,0.1496152724108631,0.18097525000000003,0.17609696991500623,0.09734230188066999,0.17609696991500623,0.21705763148561222,0.18097525000000003,0.18097525000000003,0.0,-0.045284702003876416,0.0
6,0.4245484067340757,0.13909752922723512,0.21192648750000004,0.18030497572120474,0.09781415078683209,0.18030497572120474,0.23722429691574962,0.21192648750000004,0.21192648750000004,0.0,-0.04897402510006213,0.0
7,0.4457039947093796,0.12881774229065704,0.24133016312500002,0.20546652218401698,0.10139598468438617,0.20546652218401698,0.26838530074677985,0.24133016312500002,0.24133016312500002,0.0,-0.0518486293136058,0.0
8,0.45973904400812954,0.13611761004862527,0.26926365496875004,0.22428278299044613,0.11297785909539863,0.22428278299044613,0.26802495183985886,0.26926365496875004,0.26926365496875004,0.0,-0.05375570048074029,0.0
9,0.46706746294553986,0.1682804419034302,0.2958004722203126,0.2226048897192992,0.12327765687045503,0.2226048897192992,0.2503950491935414,0.2958004722203126,0.2958004722203126,0.0,-0.05475148012915681,0.0
10,0.47320195045274327,0.15214752075577595,0.32101044860929695,0.21276169459138092,0.12004170584937379,0.21276169459138092,0.2606551096834307,0.32101044860929695,0.32101044860929695,0.0,-0.05558502933878989,0.0
11,0.4774858918714445,0.1500423701828649,0.3449599261788321,0.22553555117377325,0.1204545269433815,0.22553555117377325,0.27023613525418594,0.3449599261788321,0.3449599261788321,0.0,-0.05616712784000614,0.0
12,0.48011302689401825,0.16274767827361847,0.36771192986989043,0.22330202031814148,0.12071553882485384,0.22330202031814148,0.26437145030701914,0.36771192986989043,0.36771192986989043,0.0,-0.05652410082578438,0.0
13,0.48256669898030174,0.13809603972905637,0.3893263333763959,0.21161681905506036,0.12432192996360009,0.21161681905506036,0.30604709403367886,0.3893263333763959,0.3893263333763959,0.0,-0.05685750380782953,0.0
14,0.48419451517402584,0.14324548408079382,0.4098600167075761,0.22824024040422036,0.13296090556998186,0.22824024040422036,0.29284727654710085,0.4098600167075761,0.4098600167075761,0.0,-0.05707869015797098,0.0
15,0.4850444814810037,0.17347627136085325,0.4293670158721973,0.22551622314313777,0.1404474289070144,0.22551622314313777,0.2683774795541949,0.4293670158721973,0.4293670158721973,0.0,-0.05719418289351967,0.0
16,0.4858383267092821,0.14312732438391523,0.44789866507858744,0.2164772720240397,0.13477045854583586,0.2164772720240397,0.2877469321226576,0.44789866507858744,0.44789866507858744,0.0,-0.057302049942205543,0.0
17,0.48636497985300325,0.14605836478953063,0.4655037318246581,0.2314972010259522,0.14168735738192326,0.2314972010259522,0.2812235137779405,0.4655037318246581,0.4655037318246581,0.0,-0.0573736111461666,0.0
18,0.48663997246540797,0.17558117264408102,0.4822285452334252,0.22790854563201018,0.14790291276620474,0.22790854563201018,0.2600310202347362,0.4822285452334252,0.4822285452334252,0.0,-0.05741097692031738,0.0
19,0.4868968080262734,0.14453409658554092,0.49811711797175395,0.21804950234424775,0.1411569687965523,0.21804950234424775,0.28230460458394313,0.49811711797175395,0.49811711797175395,0.0,-0.057445875528964574,0.0
20,0.487067197984833,0.14699423770285408,0.5132112620731663,0.2325400714567885,0.1471640231622342,0.2325400714567885,0.27761122758788037,0.5132112620731663,0.5132112620731663,0.0,-0.05746902797896468,0.0
21,0.4871685113426746,0.1602103388569028,0.5275506989695079,0.24091951723862545,0.1525985842206189,0.24091951723862545,0.26025816669199864,0.5275506989695079,0.5275506989695079,0.0,-0.057482794356230105,0.0
22,0.4872392622390479,0.15315418077001114,0.5411731640210325,0.24578791852163276,0.14912364314234686,0.24578791852163276,0.2556573013035415,0.5411731640210325,0.5411731640210325,0.0,-0.05749240793090665,0.0
23,0.4872886702287175,0.14959784436811507,0.5541145058199809,0.24866021068086366,0.1452930084489885,0.24866021068086366,0.26451771724711404,0.5541145058199809,0.5541145058199809,0.0,-0.05749912144865206,0.0
24,0.48732317367062883,0.14738734222133232,0.5664087805289819,0.2506149323732574,0.1420074923297077,0.2506149323732574,0.2715766026990212,0.5664087805289819,0.5664087805289819,0.0,-0.057503809748481675,0.0
25,0.487347268710959,0.14585065933212527,0.5780883415025329,0.25197779337900983,0.1391918505219585,0.25197779337900983,0.2765199361563122,0.5780883415025329,0.5780883415025329,0.0,-0.057507083763107966,0.0
26,0.487366042806546,0.13247999322696336,0.5891839244274062,0.2530258260948176,0.1367778121637811,0.2530258260948176,0.2931960521595756,0.5891839244274062,0.5891839244274062,0.0,-0.05750963477205854,0.0
27,0.48737584572456244,0.16712428326888604,0.5997247282060358,0.24356587353966036,0.143306938880152,0.24356587353966036,0.27349973875795514,0.5997247282060358,0.5997247282060358,0.0,-0.057510966784643944,0.0
28,0.4873840515706827,0.15152428405182686,0.609738491795734,0.2271682595981082,0.1371302435577175,0.2271682595981082,0.27832619970728306,0.609738491795734,0.609738491795734,0.0,-0.05751208178838957,0.0
29,0.4873897820190745,0.14965329413503953,0.6192515672059473,0.23559436701735958,0.13511791923979807,0.23559436701735958,0.2825899478448025,0.6192515672059473,0.6192515672059473,0.0,-0.05751286043709042,0.0
30,0.4873942470037514,0.13499010050368793,0.62828898884565,0.24215561960066218,0.13328764783970126,0.24215561960066218,0.29717355112445776,0.62828898884565,0.62828898884565,0.0,-0.057513467135603395,0.0
